SR.No,text,Timestamp,Username,Platform,Hashtags,Retweets,Likes,Country,preprocessed_text,sentiment_score,sentiment_label
504,"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise. ",28-10-2019 14:15, MaldivesSailor , Facebook , #Serenity #ParadiseWhispers ,22,45, Maldives ,sailing azure waters maldives wave whisper serenity paradise,0.6369,Positive
505,"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders. ",10-06-2021 16:00, AmazonExplorer , Instagram , #Wonder #NatureOrchestra ,30,60, Brazil ,midst amazon rainforest symphony wildlife creates orchestra nature 's wonders,0.4215,Positive
506,"Walking the Great Wall of China, each step a testament to ancient engineering marvels. ",18-08-2017 19:30, GreatWallWalker , Twitter , #Awe #EngineeringMarvels ,18,35, China ,walking great wall china step testament ancient engineering marvels,0.7964,Positive
507,"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment. ",15-04-2020 05:30, FujiSummitAchiever , Facebook , #Accomplishment #SunriseHues ,28,55, Japan ,summit mount fuji breathtaking sunrise paints sky hues accomplishment,0.4588,Positive
508,"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization. ",22-11-2016 13:00, AngkorWatAdventurer , Instagram , #Exploration #KhmerStories ,20,40, Cambodia ,exploring ancient ruins angkor wat stone whispering stories khmer civilization,-0.4404,Negative
509,"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks. ",10-01-2019 14:45, AlpsSkiAdventurer , Twitter , #Adventure #SnowPeakDance ,22,45, Switzerland ,skiing slopes swiss alps turn dance majesty snow-capped peaks,0.0,Neutral
510,"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves. ",28-02-2023 16:20, KyotoBambooSeeker , Facebook , #Tranquility #ZenWisdom ,25,50, Japan ,tranquility kyoto 's bamboo forest whispers ancient zen wisdom echo groves,0.7351,Positive
511,"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur. ",28-05-2018 18:30, NorwayFjordExplorer , Instagram , #Grandeur #IcyMasterpiece ,22,45, Norway ,cruising fjords norway icy landscape breathtaking masterpiece nature 's grandeur,0.8885,Positive
512,"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion. ",15-09-2022 20:00, AdeleConcertGoer , Instagram , #Emotion #AdeleConcert ,40,80, USA ,front row adele 's concert note 'someone like resonates soul-stirring emotion,0.3612,Positive
513,"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move. ",28-07-2019 21:30, BeyonceDancer , Twitter , #Energy #BeyonceConcert ,35,70, USA ,dancing stars beyoncé 's live show feeling power 'single ladies every move,0.128,Positive
514,"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale. ",10-05-2021 19:45, SwiftieDreamer , Facebook , #Enchantment #TaylorSwift ,30,60, USA ,crowd taylor swift concert lyrics 'love story create enchanting fairy tale,0.7964,Positive
515,"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ",02-12-2018 22:15, QueenTributeFan , Instagram , #Nostalgia #QueenTribute ,22,45, UK ,rocking guitar solos queen tribute concert journey back time freddie 's spirit,0.1779,Positive
516,"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments. ",18-08-2020 19:00, SheeranMelodyLover , Twitter , #Serenity #EdSheeranConcert ,18,35, UK ,swaying ed sheeran 's acoustic melodies serene evening filled 'perfect moments,0.4588,Positive
517,"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy. ",28-03-2017 20:30, MarsJoyExplorer , Facebook , #Joy #BrunoMars ,28,55, USA ,immersed pulsating beats bruno mars concert 'uptown funk becomes city joy,0.5859,Positive
518,"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop. ",15-01-2022 21:15, MJTributeDancer , Instagram , #Celebration #MJTribute ,25,50, USA ,michael jackson tribute show moonwalking hits celebration king pop,0.0,Neutral
519,"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'. ",10-06-2019 18:45, SinatraCharmListener , Twitter , #Charm #SinatraTribute ,22,45, USA ,swinging rhythms frank sinatra tribute feeling timeless charm 'fly moon,0.4939,Positive
520,"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy. ",20-03-2023 22:30, MetallicaMoshWarrior , Facebook , #Ecstasy #MetallicaConcert ,35,70, USA ,mosh pit metallica concert thunderous chords create symphony headbanging ecstasy,0.7184,Positive
521,"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night. ",28-11-2016 19:00, ColdplayHopeSeeker , Instagram , #Hope #ColdplayMagic ,30,60, UK ,experiencing magic coldplay concert 'fix becomes beacon hope night,0.4404,Positive
522,"At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm. ",05-08-2018 20:00, BieberDanceEnthusiast , Instagram , #Enthusiasm #JustinBieber ,40,80, Canada ,justin bieber concert infectious beats 'baby create dance floor unbridled enthusiasm,0.6124,Positive
523,"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry. ",15-04-2021 21:30, GagaArtisticChameleon , Twitter , #Creativity #LadyGaga ,35,70, USA ,spotlight lady gaga show costume change metamorphosis creativity artistry,0.3818,Positive
524,"Immersed in the soulful melodies of Adele, tears flow freely, moved by the emotion of 'Hello'. ",28-11-2019 19:45, AdeleMelodyTearjerker , Facebook , #Emotion #AdeleMelodies ,30,60, UK ,immersed soulful melodies adele tears flow freely moved emotion 'hello,0.25,Positive
525,"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ",22-06-2020 22:00, KatyPerryColorExplosion , Instagram , #Colorful #KatyPerry ,22,45, USA ,drenched confetti katy perry concert kaleidoscope colors igniting night sky,0.0,Neutral
526,"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride. ",10-09-2017 20:15, JayZEmpireListener , Twitter , #Pride #JayZAnthem ,18,35, USA ,audience jay-z performance lyrics 'empire state mind become anthem pride,0.34,Positive
527,"Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'. ",28-02-2022 21:15, ShakiraHipsDancer , Facebook , #Hypnotic #ShakiraRhythms ,28,55, Colombia ,dancing shakira 's rhythmic beats hips swaying hypnotic charm 'hips n't lie,0.4019,Positive
528,"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection. ",15-05-2016 19:30, U2ConnectionSeeker , Instagram , #Connection #U2Anthem ,25,50, Ireland ,u2 concert anthemic chords 'with without create timeless moment connection,-0.2057,Negative
529,"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night. ",10-12-2018 22:30, GunsNRosesRiffRockstar , Twitter , #Iconic #GNRConcert ,22,45, USA ,rocking guns n roses show iconic riffs 'sweet child mine echoing night,0.4588,Positive
530,"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony. ",22-01-2023 20:00, ArianaEuphoriaChaser , Facebook , #Euphoria #ArianaGrande ,35,70, USA ,crowd ariana grande concert high notes 'into create euphoric symphony,0.743,Positive
531,"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul. ",05-03-2020 18:45, MarleyReggaeTraveler , Instagram , #Journey #BobMarleyTribute ,30,60, Jamaica ,swaying reggae vibes bob marley 's tribute concert chord journey jamaica 's soul,0.0,Neutral
532,"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere. ",12-10-2018 20:00, MovieEnthusiastPremiereAttendee , Twitter , #Excitement #MoviePremiereThrills ,40,80, USA ,captivated spellbinding plot twists audience applauds experiencing rollercoaster emotions movie premiere,0.6124,Positive
533,"As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films. ",25-06-2019 22:15, FilmLoverNostalgiaSeeker , Instagram , #Nostalgia #ClassicFilmMoments ,35,70, UK ,credits roll profound sense nostalgia washes reminiscent cherished moments classic films,0.7003,Positive
534,"Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy. ",08-07-2020 19:30, WebSeriesViewerCharacterConnection , Facebook , #Engagement #WebSeriesJourney ,30,60, Canada ,streaming latest web series viewer engrossed characters journey feeling sense connection empathy,0.2732,Positive
535,"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment. ",18-09-2017 21:45, IndieFilmmakerFestivalSuccess , Twitter , #Pride #IndieFilmSuccess ,22,45, Australia ,film festival indie filmmaker 's creation receives standing ovation evoking pride sense accomplishment,0.7717,Positive
536,"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow. ",15-01-2021 18:00, DramaEnthusiastHeartwarmingMoments , Instagram , #Touched #FamilyDramaMoments ,28,55, India ,watching heartwarming family drama tears flow freely characters overcome challenges leaving viewer warm glow,0.743,Positive
537,"At the Oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance. ",28-02-2016 20:30, AwardWinningActorOscarsRecipient , Facebook , #Gratitude #OscarWinningMoment ,18,35, USA ,oscars actor graciously accepts award radiating joy gratitude recognition outstanding performance,0.9648,Positive
538,"Discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity. ",20-04-2022 17:30, DocumentaryEnthusiastHiddenGemFinder , Twitter , #Inspiration #HiddenGemDiscovery ,22,45, France ,discovering hidden gem world documentaries viewer enlightened inspired feeling renewed sense curiosity,0.7845,Positive
539,"As the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline. ",05-11-2019 21:15, FilmBuffContemplativeViewer , Instagram , #Contemplation #DeepMeanings ,28,55, Germany ,movie credits roll viewer experiences mix awe contemplation pondering deeper meanings woven storyline,0.3612,Positive
540,"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline. ",12-07-2015 22:00, CrimeSeriesEnthusiastThrillSeeker , Facebook , #Suspense #CrimeSeriesThrills ,35,70, Japan ,binge-watching thrilling crime series suspense keeps viewer edge seat creating rush adrenaline,0.2023,Positive
541,"As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending. ",10-09-2020 19:45, FilmCriticSatisfactionSeeker , Twitter , #Satisfaction #FulfillingEnding ,22,45, Brazil ,closing scene unfolds sense satisfaction washes completing cinematic journey profound fulfilling ending,0.4404,Positive
542,"Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team. ",15-07-2018 21:30, FootballFanWorldCupCelebration , Instagram , #Joy #WorldCupTriumph ,40,80, Brazil ,celebrating historic victory world cup nation erupts joy united triumph football team,0.9246,Positive
543,"At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement. ",08-08-2020 19:45, OlympicsEnthusiastGoldMedalWinner , Twitter , #Inspiration #OlympicAchievement ,35,70, USA ,olympics athlete 's perseverance shines earning gold medal inspiring generation remarkable achievement,0.8591,Positive
544,"In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions. ",25-06-2019 22:15, CricketFanChampionshipThrills , Facebook , #Excitement #CricketChampionship ,30,60, India ,cricket championship nail-biting finish leaves fans edge seats experiencing rollercoaster emotions,0.4404,Positive
545,"Witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners. ",07-11-2021 17:30, MarathonSpectatorRecordBreaking , Instagram , #Admiration #MarathonRecords ,22,45, Kenya ,witnessing record-breaking marathon spectators filled awe admiration endurance dedication runners,0.5423,Positive
546,"In the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage. ",10-09-2017 20:15, TennisEnthusiastGrandSlamDrama , Twitter , #Captivation #TennisRivalry ,28,55, UK ,tennis grand slam fierce rivalry unfolds captivating fans display skill sportsmanship world stage,0.1027,Positive
547,"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title. ",20-06-2022 21:00, BasketballFanUnderdogTriumph , Facebook , #Triumph #BasketballFinals ,18,35, USA ,cheering underdog basketball finals crowd erupts applause team defies odds claim championship title,0.8402,Positive
548,"At the golf tournament, the golfer's precision and focus lead to a stunning victory, leaving spectators in awe of their exceptional skill. ",10-04-2016 18:30, GolfEnthusiastPrecisionVictory , Instagram , #Awe #GolfVictory ,22,45, Scotland ,golf tournament golfer 's precision focus lead stunning victory leaving spectators awe exceptional skill,0.3818,Positive
